2025-09-07 21:46:24,620 - INFO - 🔬 Starting experiment: r1c3_single_cls_1_seed_66
2025-09-07 21:46:24,620 - INFO - 📁 Experiment directory: experiments/r1c3_single_cls_1_seed_66_20250907_214624
2025-09-07 21:46:24,620 - INFO - 🎲 Random seed: 66
2025-09-07 21:46:24,620 - INFO - 🔒 Deterministic mode: True
2025-09-07 21:46:24,621 - INFO - Using device: cuda
2025-09-07 21:46:24,621 - INFO - Total GPU Memory: 25.16 GB
2025-09-07 21:46:24,637 - INFO - 🧪 Fusion: Using cross-attention dynamic fusion
2025-09-07 21:46:24,637 - INFO - 🧪 GNN Backbone: Using default GraphAttentionNetwork branch
2025-09-07 21:46:24,637 - INFO - 🎯 Task Mode: Single classification endpoint 1
2025-09-07 21:46:24,637 - INFO - Configuration saved to: experiments/r1c3_single_cls_1_seed_66_20250907_214624/checkpoints/config.json
2025-09-07 21:46:24,637 - INFO - 🚀 Using preprocessed data from: data/data/processed
2025-09-07 21:46:24,637 - INFO - Loading LMDB dataset from: data/data/processed
2025-09-07 21:46:25,156 - INFO - Number of training batches: 1139
2025-09-07 21:46:25,156 - INFO - Number of validation batches: 1139
2025-09-07 21:46:25,156 - INFO - Number of test batches: 1139
2025-09-07 21:46:25,156 - INFO - Creating ToxD4C model...
2025-09-07 21:46:26,194 - INFO - Model created successfully. Total parameters: 100,932,036
2025-09-07 21:46:26,194 - INFO - Testing model forward pass...
2025-09-07 21:46:26,826 - INFO - Test output shapes:
2025-09-07 21:46:26,826 - INFO -   classification: torch.Size([32, 1])
2025-09-07 21:46:26,828 - INFO -   classification contains NaN: False
2025-09-07 21:46:26,828 - INFO -   classification contains Inf: False
2025-09-07 21:46:26,829 - INFO -   regression: torch.Size([32, 0])
2025-09-07 21:46:26,829 - INFO -   regression contains NaN: False
2025-09-07 21:46:26,829 - INFO -   regression contains Inf: False
2025-09-07 21:46:26,829 - INFO - Model forward pass test successful!
2025-09-07 21:46:26,830 - INFO - Starting training...
2025-09-07 21:46:26,830 - INFO - 
Epoch 1/15
2025-09-07 21:46:27,127 - INFO - Batch 0/1139: Loss=2.1813, Cls=0.6809, Reg=0.0000, Con=5.0013
2025-09-07 21:46:29,615 - INFO - Batch 10/1139: Loss=2.1814, Cls=0.6850, Reg=0.0000, Con=4.9879
2025-09-07 21:46:31,908 - INFO - Batch 20/1139: Loss=2.1516, Cls=0.6617, Reg=0.0000, Con=4.9663
2025-09-07 21:46:34,033 - INFO - Batch 30/1139: Loss=2.1601, Cls=0.6690, Reg=0.0000, Con=4.9701
2025-09-07 21:46:36,122 - INFO - Batch 40/1139: Loss=2.1718, Cls=0.6664, Reg=0.0000, Con=5.0180
2025-09-07 21:46:38,295 - INFO - Batch 50/1139: Loss=2.1948, Cls=0.7112, Reg=0.0000, Con=4.9455
2025-09-07 21:46:40,538 - INFO - Batch 60/1139: Loss=2.1712, Cls=0.6847, Reg=0.0000, Con=4.9550
2025-09-07 21:46:42,730 - INFO - Batch 70/1139: Loss=2.1738, Cls=0.6976, Reg=0.0000, Con=4.9206
2025-09-07 21:46:44,981 - INFO - Batch 80/1139: Loss=1.9878, Cls=0.6525, Reg=0.0000, Con=4.4508
2025-09-07 21:46:47,224 - INFO - Batch 90/1139: Loss=2.2470, Cls=0.6475, Reg=0.0000, Con=5.3317
2025-09-07 21:46:49,419 - INFO - Batch 100/1139: Loss=2.0705, Cls=0.6856, Reg=0.0000, Con=4.6163
2025-09-07 21:46:51,831 - INFO - Batch 110/1139: Loss=2.2314, Cls=0.6283, Reg=0.0000, Con=5.3437
2025-09-07 21:46:54,108 - INFO - Batch 120/1139: Loss=2.1477, Cls=0.7422, Reg=0.0000, Con=4.6848
2025-09-07 21:46:56,377 - INFO - Batch 130/1139: Loss=2.1897, Cls=0.7199, Reg=0.0000, Con=4.8994
2025-09-07 21:46:58,640 - INFO - Batch 140/1139: Loss=2.5060, Cls=0.7748, Reg=0.0000, Con=5.7707
2025-09-07 21:47:00,799 - INFO - Batch 150/1139: Loss=2.0411, Cls=0.5565, Reg=0.0000, Con=4.9486
2025-09-07 21:47:02,957 - INFO - Batch 160/1139: Loss=2.1604, Cls=0.7142, Reg=0.0000, Con=4.8206
2025-09-07 21:47:05,154 - INFO - Batch 170/1139: Loss=2.1262, Cls=0.6247, Reg=0.0000, Con=5.0050
