2025-09-08 21:27:04,823 - INFO - 🔬 Starting experiment: r1c3_single_reg_1_seed_42
2025-09-08 21:27:04,823 - INFO - 📁 Experiment directory: experiments/r1c3_single_reg_1_seed_42_20250908_212704
2025-09-08 21:27:04,823 - INFO - 🎲 Random seed: 42
2025-09-08 21:27:04,823 - INFO - 🔒 Deterministic mode: True
2025-09-08 21:27:04,823 - INFO - Using device: cuda
2025-09-08 21:27:04,823 - INFO - Total GPU Memory: 25.16 GB
2025-09-08 21:27:04,841 - INFO - 🧪 Fusion: Using cross-attention dynamic fusion
2025-09-08 21:27:04,841 - INFO - 🧪 GNN Backbone: Using default GraphAttentionNetwork branch
2025-09-08 21:27:04,841 - INFO - 🎯 Task Mode: Single regression endpoint 1
2025-09-08 21:27:04,841 - INFO - Configuration saved to: experiments/r1c3_single_reg_1_seed_42_20250908_212704/checkpoints/config.json
2025-09-08 21:27:04,842 - INFO - 🚀 Using preprocessed data from: data/data/processed
2025-09-08 21:27:04,842 - INFO - Loading LMDB dataset from: data/data/processed
2025-09-08 21:27:05,367 - INFO - Number of training batches: 1139
2025-09-08 21:27:05,368 - INFO - Number of validation batches: 1139
2025-09-08 21:27:05,368 - INFO - Number of test batches: 1139
2025-09-08 21:27:05,368 - INFO - Creating ToxD4C model...
2025-09-08 21:27:06,262 - INFO - Model created successfully. Total parameters: 100,932,036
2025-09-08 21:27:06,262 - INFO - Testing model forward pass...
2025-09-08 21:27:06,762 - INFO - Test output shapes:
2025-09-08 21:27:06,762 - INFO -   classification: torch.Size([32, 0])
2025-09-08 21:27:06,763 - INFO -   classification contains NaN: False
2025-09-08 21:27:06,763 - INFO -   classification contains Inf: False
2025-09-08 21:27:06,763 - INFO -   regression: torch.Size([32, 1])
2025-09-08 21:27:06,765 - INFO -   regression contains NaN: False
2025-09-08 21:27:06,765 - INFO -   regression contains Inf: False
2025-09-08 21:27:06,765 - INFO - Model forward pass test successful!
2025-09-08 21:27:06,766 - INFO - Starting training...
2025-09-08 21:27:06,766 - INFO - 
Epoch 1/15
2025-09-08 21:27:07,049 - INFO - Batch 0/1139: Loss=1.5112, Cls=0.0000, Reg=0.0000, Con=5.0374
2025-09-08 21:27:08,952 - INFO - Batch 10/1139: Loss=1.5007, Cls=0.0000, Reg=0.0000, Con=5.0025
2025-09-08 21:27:10,894 - INFO - Batch 20/1139: Loss=1.4906, Cls=0.0000, Reg=0.0000, Con=4.9686
2025-09-08 21:27:12,806 - INFO - Batch 30/1139: Loss=1.4249, Cls=0.0000, Reg=0.0000, Con=4.7498
2025-09-08 21:27:14,720 - INFO - Batch 40/1139: Loss=1.4026, Cls=0.0000, Reg=0.0000, Con=4.6754
2025-09-08 21:27:16,638 - INFO - Batch 50/1139: Loss=1.4222, Cls=0.0000, Reg=0.0000, Con=4.7407
2025-09-08 21:27:18,805 - INFO - Batch 60/1139: Loss=1.4426, Cls=0.0000, Reg=0.0000, Con=4.8087
2025-09-08 21:27:20,734 - INFO - Batch 70/1139: Loss=43.1481, Cls=0.0000, Reg=41.6691, Con=4.9298
2025-09-08 21:27:22,694 - INFO - Batch 80/1139: Loss=1.4620, Cls=0.0000, Reg=0.0000, Con=4.8735
2025-09-08 21:27:24,641 - INFO - Batch 90/1139: Loss=1.3896, Cls=0.0000, Reg=0.0000, Con=4.6320
2025-09-08 21:27:26,575 - INFO - Batch 100/1139: Loss=1.6155, Cls=0.0000, Reg=0.0000, Con=5.3849
2025-09-08 21:27:28,579 - INFO - Batch 110/1139: Loss=13.0037, Cls=0.0000, Reg=11.6160, Con=4.6257
2025-09-08 21:27:30,595 - INFO - Batch 120/1139: Loss=1.3968, Cls=0.0000, Reg=0.0000, Con=4.6561
2025-09-08 21:27:32,613 - INFO - Batch 130/1139: Loss=1.5767, Cls=0.0000, Reg=0.0000, Con=5.2555
2025-09-08 21:27:34,697 - INFO - Batch 140/1139: Loss=7.4937, Cls=0.0000, Reg=5.9579, Con=5.1191
2025-09-08 21:27:36,722 - INFO - Batch 150/1139: Loss=1.4665, Cls=0.0000, Reg=0.0000, Con=4.8882
2025-09-08 21:27:38,824 - INFO - Batch 160/1139: Loss=14.7174, Cls=0.0000, Reg=12.8598, Con=6.1921
2025-09-08 21:27:40,925 - INFO - Batch 170/1139: Loss=1.4706, Cls=0.0000, Reg=0.0000, Con=4.9019
