2025-09-14 00:50:23,769 - INFO - 🔬 Starting experiment: r1c3_headft_cls_5_seed_42
2025-09-14 00:50:23,769 - INFO - 📁 Experiment directory: experiments/r1c3_headft_cls_5_seed_42_20250914_005023
2025-09-14 00:50:23,769 - INFO - 🎲 Random seed: 42
2025-09-14 00:50:23,769 - INFO - 🔒 Deterministic mode: True
2025-09-14 00:50:23,769 - INFO - Using device: cuda
2025-09-14 00:50:23,769 - INFO - Total GPU Memory: 25.16 GB
2025-09-14 00:50:23,785 - INFO - 🧪 Fusion: Using cross-attention dynamic fusion
2025-09-14 00:50:23,785 - INFO - 🧪 GNN Backbone: Using default GraphAttentionNetwork branch
2025-09-14 00:50:23,786 - INFO - 🎯 Task Mode: Single classification endpoint 5
2025-09-14 00:50:23,786 - INFO - Configuration saved to: experiments/r1c3_headft_cls_5_seed_42_20250914_005023/checkpoints/config.json
2025-09-14 00:50:23,786 - INFO - 🚀 Using preprocessed data from: /mnt/backup2/ai4s/backupunimolpy/responds-work/ToxD4C/data/data/processed
2025-09-14 00:50:23,786 - INFO - Loading LMDB dataset from: /mnt/backup2/ai4s/backupunimolpy/responds-work/ToxD4C/data/data/processed
2025-09-14 00:50:24,155 - INFO - Number of training batches: 2278
2025-09-14 00:50:24,155 - INFO - Number of validation batches: 2278
2025-09-14 00:50:24,155 - INFO - Number of test batches: 2278
2025-09-14 00:50:24,155 - INFO - Creating ToxD4C model...
2025-09-14 00:50:25,149 - INFO - Model created successfully. Total parameters: 100,932,036
2025-09-14 00:50:25,149 - INFO - Testing model forward pass...
2025-09-14 00:50:25,601 - INFO - Test output shapes:
2025-09-14 00:50:25,601 - INFO -   classification: torch.Size([16, 1])
2025-09-14 00:50:25,604 - INFO -   classification contains NaN: False
2025-09-14 00:50:25,604 - INFO -   classification contains Inf: False
2025-09-14 00:50:25,604 - INFO -   regression: torch.Size([16, 0])
2025-09-14 00:50:25,604 - INFO -   regression contains NaN: False
2025-09-14 00:50:25,604 - INFO -   regression contains Inf: False
2025-09-14 00:50:25,605 - INFO - Model forward pass test successful!
2025-09-14 00:50:26,320 - INFO - 🔁 Loaded checkpoint from: /mnt/backup2/ai4s/backupunimolpy/responds-work/ToxD4C/experiments/r1c3_multi_full_seed_42_20250913_152627/checkpoints/r1c3_multi_full_seed_42_best.pth
2025-09-14 00:50:26,321 - INFO - 🧩 Head-only fine-tuning: unfroze head for task 'Cardiotoxicity1' and froze trunk.
2025-09-14 00:50:26,322 - INFO - Starting training...
2025-09-14 00:50:26,322 - INFO - 
Epoch 1/3
2025-09-14 00:50:26,422 - INFO - Batch 0/2278: Loss=0.0000, Cls=0.0000, Reg=0.0000, Con=0.0000
2025-09-14 00:50:27,347 - INFO - Batch 10/2278: Loss=0.0000, Cls=0.0000, Reg=0.0000, Con=0.0000
2025-09-14 00:50:28,203 - INFO - Batch 20/2278: Loss=1.1883, Cls=0.0000, Reg=0.0000, Con=3.9610
2025-09-14 00:50:29,062 - INFO - Batch 30/2278: Loss=0.2615, Cls=0.2615, Reg=0.0000, Con=0.0000
2025-09-14 00:50:29,929 - INFO - Batch 40/2278: Loss=0.0000, Cls=0.0000, Reg=0.0000, Con=0.0000
2025-09-14 00:50:30,808 - INFO - Batch 50/2278: Loss=1.5764, Cls=0.3881, Reg=0.0000, Con=3.9609
2025-09-14 00:50:31,675 - INFO - Batch 60/2278: Loss=1.4055, Cls=0.2172, Reg=0.0000, Con=3.9609
2025-09-14 00:50:32,542 - INFO - Batch 70/2278: Loss=1.2085, Cls=0.0202, Reg=0.0000, Con=3.9608
2025-09-14 00:50:33,407 - INFO - Batch 80/2278: Loss=0.0000, Cls=0.0000, Reg=0.0000, Con=0.0000
2025-09-14 00:50:34,382 - INFO - Batch 90/2278: Loss=0.0000, Cls=0.0000, Reg=0.0000, Con=0.0000
2025-09-14 00:50:35,286 - INFO - Batch 100/2278: Loss=0.0000, Cls=0.0000, Reg=0.0000, Con=0.0000
2025-09-14 00:50:36,286 - INFO - Batch 110/2278: Loss=0.0000, Cls=0.0000, Reg=0.0000, Con=0.0000
2025-09-14 00:50:37,144 - INFO - Batch 120/2278: Loss=1.1883, Cls=0.0000, Reg=0.0000, Con=3.9609
2025-09-14 00:50:38,001 - INFO - Batch 130/2278: Loss=3.3634, Cls=2.1751, Reg=0.0000, Con=3.9609
2025-09-14 00:50:38,928 - INFO - Batch 140/2278: Loss=1.1884, Cls=0.0000, Reg=0.0000, Con=3.9615
2025-09-14 00:50:39,800 - INFO - Batch 150/2278: Loss=1.4112, Cls=0.2228, Reg=0.0000, Con=3.9613
2025-09-14 00:50:40,674 - INFO - Batch 160/2278: Loss=2.3707, Cls=1.1824, Reg=0.0000, Con=3.9611
2025-09-14 00:50:41,529 - INFO - Batch 170/2278: Loss=1.1883, Cls=0.0000, Reg=0.0000, Con=3.9611
2025-09-14 00:50:42,400 - INFO - Batch 180/2278: Loss=1.1883, Cls=0.0000, Reg=0.0000, Con=3.9610
2025-09-14 00:50:43,274 - INFO - Batch 190/2278: Loss=1.7733, Cls=0.5850, Reg=0.0000, Con=3.9608
2025-09-14 00:50:44,192 - INFO - Batch 200/2278: Loss=0.0000, Cls=0.0000, Reg=0.0000, Con=0.0000
2025-09-14 00:50:45,225 - INFO - Batch 210/2278: Loss=0.0326, Cls=0.0326, Reg=0.0000, Con=0.0000
