2025-09-08 03:15:19,386 - INFO - 🔬 Starting experiment: r1c3_single_cls_7_seed_42
2025-09-08 03:15:19,386 - INFO - 📁 Experiment directory: experiments/r1c3_single_cls_7_seed_42_20250908_031519
2025-09-08 03:15:19,386 - INFO - 🎲 Random seed: 42
2025-09-08 03:15:19,386 - INFO - 🔒 Deterministic mode: True
2025-09-08 03:15:19,386 - INFO - Using device: cuda
2025-09-08 03:15:19,387 - INFO - Total GPU Memory: 25.16 GB
2025-09-08 03:15:19,406 - INFO - 🧪 Fusion: Using cross-attention dynamic fusion
2025-09-08 03:15:19,406 - INFO - 🧪 GNN Backbone: Using default GraphAttentionNetwork branch
2025-09-08 03:15:19,406 - INFO - 🎯 Task Mode: Single classification endpoint 7
2025-09-08 03:15:19,406 - INFO - Configuration saved to: experiments/r1c3_single_cls_7_seed_42_20250908_031519/checkpoints/config.json
2025-09-08 03:15:19,406 - INFO - 🚀 Using preprocessed data from: data/data/processed
2025-09-08 03:15:19,406 - INFO - Loading LMDB dataset from: data/data/processed
2025-09-08 03:15:19,919 - INFO - Number of training batches: 1139
2025-09-08 03:15:19,919 - INFO - Number of validation batches: 1139
2025-09-08 03:15:19,919 - INFO - Number of test batches: 1139
2025-09-08 03:15:19,919 - INFO - Creating ToxD4C model...
2025-09-08 03:15:20,855 - INFO - Model created successfully. Total parameters: 100,932,036
2025-09-08 03:15:20,855 - INFO - Testing model forward pass...
2025-09-08 03:15:21,360 - INFO - Test output shapes:
2025-09-08 03:15:21,360 - INFO -   classification: torch.Size([32, 1])
2025-09-08 03:15:21,362 - INFO -   classification contains NaN: False
2025-09-08 03:15:21,362 - INFO -   classification contains Inf: False
2025-09-08 03:15:21,362 - INFO -   regression: torch.Size([32, 0])
2025-09-08 03:15:21,362 - INFO -   regression contains NaN: False
2025-09-08 03:15:21,362 - INFO -   regression contains Inf: False
2025-09-08 03:15:21,362 - INFO - Model forward pass test successful!
2025-09-08 03:15:21,364 - INFO - Starting training...
2025-09-08 03:15:21,364 - INFO - 
Epoch 1/15
2025-09-08 03:15:21,634 - INFO - Batch 0/1139: Loss=1.4389, Cls=0.0000, Reg=0.0000, Con=4.7963
2025-09-08 03:15:23,694 - INFO - Batch 10/1139: Loss=1.4850, Cls=0.0000, Reg=0.0000, Con=4.9501
2025-09-08 03:15:25,717 - INFO - Batch 20/1139: Loss=1.5035, Cls=0.0000, Reg=0.0000, Con=5.0118
2025-09-08 03:15:27,761 - INFO - Batch 30/1139: Loss=2.1680, Cls=0.6985, Reg=0.0000, Con=4.8984
2025-09-08 03:15:29,745 - INFO - Batch 40/1139: Loss=1.4337, Cls=0.0000, Reg=0.0000, Con=4.7789
2025-09-08 03:15:31,807 - INFO - Batch 50/1139: Loss=2.0532, Cls=0.6522, Reg=0.0000, Con=4.6700
2025-09-08 03:15:34,151 - INFO - Batch 60/1139: Loss=1.3304, Cls=0.0000, Reg=0.0000, Con=4.4345
2025-09-08 03:15:36,068 - INFO - Batch 70/1139: Loss=1.5347, Cls=0.0000, Reg=0.0000, Con=5.1158
2025-09-08 03:15:38,202 - INFO - Batch 80/1139: Loss=2.1197, Cls=0.6860, Reg=0.0000, Con=4.7790
2025-09-08 03:15:40,200 - INFO - Batch 90/1139: Loss=2.2429, Cls=0.6965, Reg=0.0000, Con=5.1549
2025-09-08 03:15:42,247 - INFO - Batch 100/1139: Loss=1.6538, Cls=0.0000, Reg=0.0000, Con=5.5126
2025-09-08 03:15:44,279 - INFO - Batch 110/1139: Loss=2.1730, Cls=0.7082, Reg=0.0000, Con=4.8826
2025-09-08 03:15:46,403 - INFO - Batch 120/1139: Loss=1.5944, Cls=0.0000, Reg=0.0000, Con=5.3147
2025-09-08 03:15:48,411 - INFO - Batch 130/1139: Loss=1.3956, Cls=0.0000, Reg=0.0000, Con=4.6520
2025-09-08 03:15:50,586 - INFO - Batch 140/1139: Loss=2.1396, Cls=0.5969, Reg=0.0000, Con=5.1424
2025-09-08 03:15:52,552 - INFO - Batch 150/1139: Loss=1.4563, Cls=0.0000, Reg=0.0000, Con=4.8544
2025-09-08 03:15:54,579 - INFO - Batch 160/1139: Loss=1.6342, Cls=0.0000, Reg=0.0000, Con=5.4473
2025-09-08 03:15:56,690 - INFO - Batch 170/1139: Loss=1.4040, Cls=0.0000, Reg=0.0000, Con=4.6800
